Hier wird die Struktur der Stahl-Control Datenbank (!SC-Entwicklung) abgebildet. Der Name der Datenbank ist Conzept C16.
Es werden Tabellen, Schlüssel, Verküpfungen und Dialoge abgebildet. Datenbank Abfragen werden immer erreicht,in dem die Dateinummer (Eindeutiger Bezeichner der Tabelle), und eine Verknüpfung über die Schlüssel angegeben wird. Ein Beispielcode um einen Datensatz aus der Tabelle 200 Mat.Materialdatei zu lesen wäre: RecRead(200, 1, 0);

Datenbank        : !@SC-Entwicklung                         10.11.2023   14:29


Nr.  Dateiname            Teile  Infos  Schl.  Verkn. DBA    Hauptdatei   Sätze
 9:OfP.SkontoW1        :
10:OfP.Mahngebühr      :
11:OfP.MahngebührW1    :
12:OfP.Zinsen          :
13:OfP.ZinsenW1        :
14:OfP.Zahlungen       :
15:OfP.ZahlungenW1     :
16:OfP.Rest            :
17:OfP.RestW1          :



Datei                :   470 / OfP~OffenePosten
Teildatensatz        :     3 / OfP~Protokoll
  Felder             :     0
  Texte              :     0
  Eingabeseite       :     3
  Fensterebene       :     0






Datei                :   500 / Ein.Einkaufsdatei
Teildatensatz        :     1 / Ein.Hauptdaten
  Anzahl Felder      :    34

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Ein.Nummer              Ganzz. (lang)           4        0 /   0
   2   Ein.Datum               Datum                   4        0 /   0
   3   Ein.LiefervertragYN     Logisch                 1        0 /   0
   4   Ein.AbrufYN             Logisch                 1        0 /   0
   5   Ein.Lieferantennr       Ganzz. (lang)           4        0 /   0
   6   Ein.LieferantenSW       Alpha    20stellig     21        0 /   0
   7   Ein.Lieferadresse       Ganzz. (lang)           4        0 /   0
   8   Ein.Lieferanschrift     Ganzz. (kurz)           2        0 /   0
   9   Ein.Tour                Alpha     3stellig      4        0 /   0
  10   Ein.Verbraucher         Ganzz. (lang)           4        0 /   0
  11   Ein.Rechnungsempf       Ganzz. (lang)           4        0 /   0
  12   Ein.Sachbearbeiter      Alpha    20stellig     21        0 /   0
  13   Ein.Lieferbed           Ganzz. (kurz)           2        0 /   0
  14   Ein.Zahlungsbed         Ganzz. (kurz)           2        0 /   0
  15   Ein.Versandart          Ganzz. (kurz)           2        0 /   0
  16   Ein.Währung             Ganzz. (kurz)           2        0 /   0
  17   Ein.Währungskurs        Gleitkomma              8        0 /   0
  18   Ein.WährungFixYN        Logisch                 1        0 /   0
  19   Ein.AbmessungsEH        Alpha     5stellig      6        0 /   0
  20   Ein.GewichtsEH          Alpha     5stellig      6        0 /   0
  21   Ein.Sprache             Alpha     3stellig      4        0 /   0
  22   Ein.AB.Nummer           Alpha    32stellig     33        0 /   0
  23   Ein.AB.Datum            Datum                   4        0 /   0
  24   Ein.AB.Bearbeiter       Alpha    32stellig     33        0 /   0
  25   Ein.BDSNummer           Ganzz. (kurz)           2        0 /   0
  26   Ein.Land                Alpha     3stellig      4        0 /   0
  27   Ein.Löschmarker         Alpha     1stellig      2        0 /   0
  28   Ein.Aktionsmarker       Alpha     1stellig      2        0 /   0
  29   Ein.Eingangsmarker      Alpha     1stellig      2        0 /   0
  30   Ein.Steuerschlüssel     Ganzz. (kurz)           2        0 /   0
  31   Ein.GültigkeitVom       Datum                   4        0 /   0
  32   Ein.GültigkeitBis       Datum                   4        0 /   0

  33   Ein.Vorgangstyp         Alpha     6stellig      7        0 /   0
  34   Ein.Verband             Ganzz. (lang)           4        0 /   0

                               Gesamt                210 Bytes



Datei                :   500 / Ein.Einkaufsdatei
Teildatensatz        :     2 / Ein.Protokoll
  Anzahl Felder      :     7

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Ein.Anlage.Datum        Datum                   4        0 /   0
   2   Ein.Anlage.Zeit         Zeit                    4        0 /   0
   3   Ein.Anlage.User         Alpha    20stellig     21        0 /   0
   4   Ein.Freigabe.Datum      Datum                   4        0 /   0
   5   Ein.Freigabe.Zeit       Zeit                    4        0 /   0
   6   Ein.Freigabe.User       Alpha    20stellig     21        0 /   0
   7   Ein.Freigabe.WertW1     Gleitkomma              8        0 /   0

                               Gesamt                 66 Bytes



Datei                :   500 / Ein.Einkaufsdatei
Teildatensatz        :     3 / Ein.Custom
  Anzahl Felder      :     0

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung


                               Gesamt                  0 Bytes



Datei                :   500 / Ein.Einkaufsdatei
Schlüssel            :     1 / Ein/Nummer
  DBA Nummer         :   331
  Anzahl Felder      :     1  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Schlüssel            :     2 / Ein/Lieferant
  DBA Nummer         :   332
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         5 / Ein.Lieferantennr    Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Schlüssel            :     3 / Ein/LieferantenSW
  DBA Nummer         :   333
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ


 1    1 / Ein.Hauptdaten         6 / Ein.LieferantenSW    Alpha  20st.   G



Datei                :   500 / Ein.Einkaufsdatei
Schlüssel            :     4 / Ein/ABNummer
  DBA Nummer         :   334
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        22 / Ein.AB.Nummer        Alpha  32st.   G



Datei                :   500 / Ein.Einkaufsdatei
Schlüssel            :     5 / Ein/Besitzer
  DBA Nummer         :   840
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        11 / Ein.Rechnungsempf    Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     1 / Ein->Lieferant
  mit Datei          :   100 / Adr.Adressen
  über Schlüssel     :     3 / Adr/LieferantenNr

    Pos  Feld                               Typ

     1     1 /   4 / Adr.LieferantenNr      Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         5 / Ein.Lieferantennr    Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     2 / Ein->Lieferanschrift
  mit Datei          :   101 / Adr.Anschriften
  über Schlüssel     :     1 / Adr/A.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Adr.A.Adressnr         Ganzz. (lang)
     2     1 /   2 / Adr.A.Nummer           Ganzz. (kurz)

  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         7 / Ein.Lieferadresse    Ganzz. (lang)
 2    1 / Ein.Hauptdaten         8 / Ein.Lieferanschrift  Ganzz. (kurz)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     3 / Ein->Verbraucher

  mit Datei          :   100 / Adr.Adressen
  über Schlüssel     :     1 / Adr/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Adr.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        10 / Ein.Verbraucher      Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     4 / Ein->Rechnungsempf
  mit Datei          :   100 / Adr.Adressen
  über Schlüssel     :     3 / Adr/LieferantenNr

    Pos  Feld                               Typ

     1     1 /   4 / Adr.LieferantenNr      Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        11 / Ein.Rechnungsempf    Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     5 / Ein->Lieferbed
  mit Datei          :   815 / LiB.Lieferbedingunge
  über Schlüssel     :     1 / LiB/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / LiB.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        13 / Ein.Lieferbed        Ganzz. (kurz)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     6 / Ein->Zahlungsbed
  mit Datei          :   816 / ZaB.Zahlungsbed
  über Schlüssel     :     1 / ZaB/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / ZaB.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        14 / Ein.Zahlungsbed      Ganzz. (kurz)


Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     7 / Ein->Versandart
  mit Datei          :   817 / VsA.Versandarten
  über Schlüssel     :     1 / VsA/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / VsA.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        15 / Ein.Versandart       Ganzz. (kurz)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     8 / Ein->Währung
  mit Datei          :   814 / Wae.Währungen
  über Schlüssel     :     1 / Wae/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Wae.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        16 / Ein.Währung          Ganzz. (kurz)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :     9 / Ein->Positionen
  mit Datei          :   501 / Ein.Positionen
  über Schlüssel     :     1 / Ein/P.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ein.P.Nummer           Ganzz. (lang)
     2     1 /   2 / Ein.P.Position         Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    10 / Ein->Eintrittsland
  mit Datei          :   812 / Lnd.Länder
  über Schlüssel     :     1 / Lnd/Kürzel

    Pos  Feld                               Typ

     1     1 /   1 / Lnd.Kürzel             Alpha   3st.   G

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ


 1    1 / Ein.Hauptdaten        26 / Ein.Land             Alpha    3st. G



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    11 / Ein->BDSNummer
  mit Datei          :   836 / BDS.Nummer
  über Schlüssel     :     1 / BDS/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / BDS.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        25 / Ein.BDSNummer        Ganzz. (kurz)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    12 / Ein->Lieferadresse
  mit Datei          :   100 / Adr.Adressen
  über Schlüssel     :     1 / Adr/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Adr.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         7 / Ein.Lieferadresse    Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    13 / Ein->Aufpreise
  mit Datei          :   503 / Ein.Aufpreise
  über Schlüssel     :     1 / Ein.Z.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ein.Z.Nummer           Ganzz. (lang)
     2     1 /   2 / Ein.Z.Position         Ganzz. (kurz)
     3     1 /   3 / Ein.Z.lfdNr            Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    14 / Ein->Kalkulation
  mit Datei          :   505 / Ein.Kalkulation
  über Schlüssel     :     1 / Ein/K.Nummer

    Pos  Feld                               Typ


     1     1 /   1 / Ein.K.Nummer           Ganzz. (lang)
     2     1 /   2 / Ein.K.Position         Ganzz. (kurz)
     3     1 /   3 / Ein.K.lfdNr            Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    15 / Ein->Aktionen
  mit Datei          :   504 / Ein.Aktionen
  über Schlüssel     :     1 / Ein/A.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ein.A.Nummer           Ganzz. (lang)
     2     1 /   2 / Ein.A.Position         Ganzz. (kurz)
     3     1 /   3 / Ein.A.Aktion           Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    16 / Ein->Ausführungen
  mit Datei          :   502 / Ein.Ausführungen
  über Schlüssel     :     1 / Ein/AF.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ein.AF.Nummer          Ganzz. (lang)
     2     1 /   2 / Ein.AF.Position        Ganzz. (kurz)
     3     1 /   3 / Ein.AF.Seite           Alpha   1st.   G
     4     1 /   4 / Ein.AF.lfdNr           Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    17 / Ein->Steuerschlüssel
  mit Datei          :   813 / StS.Steuerschlüssel
  über Schlüssel     :     1 / StS/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / StS.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ


 1    1 / Ein.Hauptdaten        30 / Ein.Steuerschlüssel  Ganzz. (kurz)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    18 / Ein->Abrufpositionen
  mit Datei          :   501 / Ein.Positionen
  über Schlüssel     :    12 / Ein/P.AbrufNr

    Pos  Feld                               Typ

     1     1 /   6 / Ein.P.AbrufAufNr       Ganzz. (lang)
     2     1 /   7 / Ein.P.AbrufAufPos      Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    19 / Ein->Wareneingaenge
  mit Datei          :   506 / Ein.Wareneingang
  über Schlüssel     :     1 / Ein/E.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ein.E.Nummer           Ganzz. (lang)
     2     1 /   2 / Ein.E.Position         Ganzz. (kurz)
     3     1 /   3 / Ein.E.Eingangsnr       Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten         1 / Ein.Nummer           Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Verknüpfung          :    20 / Ein->Verband
  mit Datei          :   110 / Ver.VertreterVerband
  über Schlüssel     :     1 / Ver/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Ver.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Ein.Hauptdaten        34 / Ein.Verband          Ganzz. (lang)



Datei                :   500 / Ein.Einkaufsdatei
Teildatensatz        :     1 / Ein.Hauptdaten
